simulation_id,sim_type,roster,agent,w,eps,c,convergence_round
8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,30,0.02,7,35
9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,10,0.005,3,34
9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,10,0.01,3,24
9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,10,0.02,3,19
9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,20,0.005,5,51
9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,20,0.01,5,38
9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,20,0.02,5,31
9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,30,0.005,7,65
9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,30,0.01,7,51
9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,30,0.02,7,42
9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,10,0.005,3,30
9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,10,0.01,3,26
9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,10,0.02,3,20
9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,20,0.005,5,55
9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,20,0.01,5,39
9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,20,0.02,5,31
9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,30,0.005,7,75
9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,30,0.01,7,51
9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,30,0.02,7,43
9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,10,0.005,3,40
9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,10,0.01,3,29
9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,10,0.02,3,23
9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,20,0.005,5,62
9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,20,0.01,5,46
9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,20,0.02,5,36
9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,30,0.005,7,80
9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,30,0.01,7,61
9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,30,0.02,7,48
9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.005,3,48
9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.01,3,35
9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.02,3,27
9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.005,5,69
9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.01,5,52
9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.02,5,41
9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.005,7,90
9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.01,7,69
9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.02,7,54
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.005,3,36
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.01,3,29
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.02,3,23
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.005,5,52
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.01,5,43
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.02,5,35
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.005,7,71
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.01,7,56
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.02,7,46
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.005,3,40
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.01,3,29
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.02,3,23
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.005,5,60
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.01,5,46
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.02,5,35
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.005,7,76
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.01,7,60
10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.02,7,48
10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.005,3,23
10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.01,3,17
10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.02,3,14
10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.005,5,34
10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.01,5,28
10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.02,5,25
10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.005,7,46
10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.01,7,39
10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.02,7,35
10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.005,3,47
10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.01,3,35
10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.02,3,27
10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.005,5,73
10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.01,5,54
10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.02,5,41
10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.005,7,94
10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.01,7,69
10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.02,7,54
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.005,3,59
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.01,3,13
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.02,3,13
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.005,5,72
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.01,5,65
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.02,5,55
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.005,7,83
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.01,7,76
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.02,7,67
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.005,3,74
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.01,3,18
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.02,3,17
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.005,5,
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.01,5,79
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.02,5,64
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.005,7,
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.01,7,94
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.02,7,78
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.005,3,68
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.01,3,16
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.02,3,16
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.005,5,91
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.01,5,74
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.02,5,59
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.005,7,
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.01,7,89
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.02,7,74
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.005,3,22
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.01,3,20
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.02,3,18
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.005,5,63
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.01,5,29
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.02,5,28
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.005,7,75
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.01,7,63
11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.02,7,37
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.005,3,49
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.01,3,34
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.02,3,26
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.005,5,70
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.01,5,54
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.02,5,42
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.005,7,89
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.01,7,69
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.02,7,54
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.005,3,44
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.01,3,32
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.02,3,25
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.005,5,61
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.01,5,48
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.02,5,39
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.005,7,77
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.01,7,62
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.02,7,51
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.005,3,52
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.01,3,39
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.02,3,31
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.005,5,83
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.01,5,59
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.02,5,46
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.005,7,
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.01,7,76
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.02,7,59
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.005,3,32
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.01,3,26
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.02,3,20
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.005,5,48
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.01,5,39
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.02,5,32
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.005,7,63
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.01,7,51
12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.02,7,43
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.005,3,65
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.01,3,45
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.02,3,34
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.005,5,91
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.01,5,68
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.02,5,52
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.005,7,
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.01,7,87
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.02,7,66
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.005,3,33
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.01,3,26
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.02,3,17
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.005,5,53
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.01,5,39
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.02,5,31
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.005,7,70
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.01,7,53
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.02,7,43
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.005,3,55
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.01,3,39
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.02,3,30
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.005,5,80
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.01,5,62
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.02,5,45
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.005,7,
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.01,7,78
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.02,7,60
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.005,3,46
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.01,3,32
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.02,3,23
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.005,5,67
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.01,5,51
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.02,5,38
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.005,7,83
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.01,7,66
13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.02,7,52
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.005,3,14
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.01,3,14
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.02,3,14
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,20,0.005,5,24
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,20,0.01,5,24
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,20,0.02,5,24
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,30,0.005,7,34
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,30,0.01,7,34
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,30,0.02,7,34
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.005,3,28
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.01,3,23
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.02,3,19
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.005,5,47
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.01,5,36
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.02,5,30
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.005,7,62
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.01,7,48
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.02,7,41
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.005,3,31
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.01,3,25
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.02,3,20
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.005,5,48
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.01,5,38
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.02,5,32
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.005,7,61
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.01,7,50
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.02,7,43
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.005,3,35
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.01,3,23
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.02,3,19
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.005,5,51
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.01,5,40
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.02,5,31
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.005,7,66
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.01,7,52
14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.02,7,42
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,10,0.005,3,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,10,0.01,3,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,10,0.02,3,95
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,20,0.005,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,20,0.01,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,20,0.02,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,30,0.005,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,30,0.01,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Leader Copier,30,0.02,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,10,0.005,3,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,10,0.01,3,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,10,0.02,3,86
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,20,0.005,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,20,0.01,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,20,0.02,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,30,0.005,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,30,0.01,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Self Copier,30,0.02,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,10,0.005,3,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,10,0.01,3,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,10,0.02,3,78
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,20,0.005,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,20,0.01,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,20,0.02,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,30,0.005,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,30,0.01,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Frequency Copier,30,0.02,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,10,0.005,3,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,10,0.01,3,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,10,0.02,3,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,20,0.005,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,20,0.01,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,20,0.02,5,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,30,0.005,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,30,0.01,7,
15,4v0,Leader Copier | Self Copier | Frequency Copier | Anti Copier,Anti Copier,30,0.02,7,
